Name,Class,Probability
Negative_992,Non-Allergen,0.0
Negative_993,Non-Allergen,0.0
Negative_994,Non-Allergen,0.0
Negative_995,Non-Allergen,0.0
Negative_996,Non-Allergen,0.0
Negative_997,Non-Allergen,0.0
Negative_998,Non-Allergen,0.0
Negative_999,Non-Allergen,0.0
Negative_1000,Non-Allergen,0.0
Negative_1001,Non-Allergen,0.0
Negative_1002,Non-Allergen,0.0
Negative_1003,Non-Allergen,0.0
Negative_1004,Non-Allergen,0.0
Negative_1005,Non-Allergen,0.0
Negative_1006,Non-Allergen,0.0
Negative_1007,Non-Allergen,0.0
Negative_1008,Non-Allergen,0.001
Negative_1009,Non-Allergen,0.0
Negative_1010,Non-Allergen,0.0
Negative_1011,Non-Allergen,0.0
Negative_1012,Non-Allergen,0.001
Negative_1014,Non-Allergen,0.0
Negative_1015,Non-Allergen,0.0
Negative_1016,Non-Allergen,0.0
Negative_1017,Non-Allergen,0.0
Negative_1018,Non-Allergen,0.0
Negative_1019,Non-Allergen,0.0
Negative_1020,Non-Allergen,0.0
Negative_1021,Non-Allergen,0.0
Negative_1022,Non-Allergen,0.0
Negative_1023,Non-Allergen,0.0
Negative_1024,Non-Allergen,0.0
Negative_1025,Non-Allergen,0.0
Negative_1026,Non-Allergen,0.0
Negative_1027,Non-Allergen,0.0
Negative_1028,Non-Allergen,0.0
Negative_1030,Non-Allergen,0.0
Negative_1031,Non-Allergen,0.0
Negative_1032,Non-Allergen,0.0
Negative_1033,Non-Allergen,0.0
Negative_1034,Non-Allergen,0.0
Negative_1035,Non-Allergen,0.0
Negative_1036,Non-Allergen,0.0
Negative_1037,Non-Allergen,0.0
Negative_1038,Non-Allergen,0.0
Negative_1040,Non-Allergen,0.0
Negative_1041,Non-Allergen,0.044
Negative_1042,Non-Allergen,0.0
Negative_1043,Non-Allergen,0.0
Negative_1044,Non-Allergen,0.0
Negative_1045,Non-Allergen,0.0
Negative_1046,Non-Allergen,0.0
Negative_1048,Non-Allergen,0.0
Negative_1049,Non-Allergen,0.0
Negative_1050,Non-Allergen,0.0
Negative_1051,Non-Allergen,0.0
Negative_1052,Non-Allergen,0.0
Negative_1053,Non-Allergen,0.0
Negative_1054,Allergen,0.9
Negative_1055,Non-Allergen,0.0
Negative_1056,Non-Allergen,0.0
Negative_1057,Non-Allergen,0.0
Negative_1058,Non-Allergen,0.0
Negative_1060,Non-Allergen,0.0
Negative_1061,Non-Allergen,0.015
Negative_1062,Non-Allergen,0.0
Negative_1063,Non-Allergen,0.0
Negative_1064,Non-Allergen,0.0
Negative_1065,Non-Allergen,0.0
Negative_1066,Non-Allergen,0.0
Negative_1067,Non-Allergen,0.0
Negative_1068,Non-Allergen,0.0
Negative_1069,Non-Allergen,0.0
Negative_1070,Non-Allergen,0.0
Negative_1071,Non-Allergen,0.318
Negative_1072,Non-Allergen,0.0
Negative_1073,Non-Allergen,0.0
Negative_1074,Non-Allergen,0.0
Negative_1075,Non-Allergen,0.0
Negative_1076,Non-Allergen,0.0
Negative_1077,Non-Allergen,0.0
Negative_1078,Non-Allergen,0.0
Negative_1079,Non-Allergen,0.0
Negative_1080,Allergen,0.993
Negative_1081,Non-Allergen,0.0
Negative_1082,Non-Allergen,0.0
Negative_1083,Non-Allergen,0.0
Negative_1084,Non-Allergen,0.0
Negative_1086,Non-Allergen,0.0
Negative_1087,Non-Allergen,0.0
Negative_1089,Non-Allergen,0.0
Negative_1090,Non-Allergen,0.0
Negative_1091,Non-Allergen,0.0
Negative_1092,Non-Allergen,0.0
Negative_1093,Non-Allergen,0.0
Negative_1094,Non-Allergen,0.0
Negative_1095,Non-Allergen,0.0
Negative_1096,Non-Allergen,0.0
Negative_1097,Non-Allergen,0.0
Negative_1098,Non-Allergen,0.0
Negative_1099,Non-Allergen,0.0
Negative_1100,Non-Allergen,0.0
Negative_1101,Non-Allergen,0.0
Negative_1102,Non-Allergen,0.0
Negative_1103,Non-Allergen,0.0
Negative_1104,Non-Allergen,0.0
Negative_1105,Non-Allergen,0.0
Negative_1106,Non-Allergen,0.0
Negative_1107,Non-Allergen,0.0
Negative_1108,Non-Allergen,0.0
Negative_1110,Non-Allergen,0.0
Negative_1111,Non-Allergen,0.0
Negative_1112,Non-Allergen,0.0
Negative_1113,Non-Allergen,0.0
Negative_1114,Non-Allergen,0.0
Negative_1115,Non-Allergen,0.0
Negative_1116,Non-Allergen,0.0
Negative_1117,Allergen,0.996
Negative_1118,Non-Allergen,0.0
Negative_1119,Non-Allergen,0.001
Negative_1120,Non-Allergen,0.0
Negative_1121,Non-Allergen,0.0
Negative_1122,Non-Allergen,0.006
Negative_1123,Non-Allergen,0.0
Negative_1124,Non-Allergen,0.0
Negative_1125,Non-Allergen,0.0
Negative_1126,Non-Allergen,0.0
Negative_1128,Non-Allergen,0.0
Negative_1129,Non-Allergen,0.0
Negative_1130,Non-Allergen,0.0
Negative_1131,Non-Allergen,0.0
Negative_1132,Non-Allergen,0.0
Negative_1133,Non-Allergen,0.0
Negative_1134,Non-Allergen,0.0
Negative_1135,Non-Allergen,0.054
Negative_1136,Non-Allergen,0.0
Negative_1137,Non-Allergen,0.0
Negative_1138,Non-Allergen,0.0
Negative_1139,Non-Allergen,0.0
Negative_1140,Non-Allergen,0.0
Negative_1141,Non-Allergen,0.0
Negative_1142,Non-Allergen,0.0
Negative_1143,Non-Allergen,0.0
Negative_1144,Allergen,0.836
Negative_1145,Non-Allergen,0.0
Negative_1146,Non-Allergen,0.0
Negative_1147,Non-Allergen,0.0
Negative_1148,Non-Allergen,0.0
Negative_1149,Non-Allergen,0.0
Negative_1150,Non-Allergen,0.0
Negative_1151,Non-Allergen,0.008
Negative_1153,Non-Allergen,0.0
Negative_1154,Non-Allergen,0.0
Negative_1155,Non-Allergen,0.0
Negative_1156,Non-Allergen,0.0
Negative_1158,Non-Allergen,0.0
Negative_1159,Non-Allergen,0.0
Negative_1160,Non-Allergen,0.0
Negative_1161,Non-Allergen,0.0
Negative_1162,Non-Allergen,0.001
Negative_1164,Non-Allergen,0.0
Negative_1166,Non-Allergen,0.0
Negative_1168,Non-Allergen,0.0
Negative_1169,Allergen,1.0
Negative_1170,Non-Allergen,0.0
Negative_1171,Non-Allergen,0.0
Negative_1172,Non-Allergen,0.0
Negative_1174,Non-Allergen,0.0
Negative_1176,Non-Allergen,0.0
Negative_1177,Non-Allergen,0.0
Negative_1178,Non-Allergen,0.0
Negative_1179,Non-Allergen,0.002
Negative_1180,Non-Allergen,0.0
Negative_1181,Non-Allergen,0.0
Negative_1182,Non-Allergen,0.0
Negative_1183,Non-Allergen,0.0
Negative_1184,Non-Allergen,0.0
Negative_1185,Non-Allergen,0.0
Negative_1186,Non-Allergen,0.0
Negative_1187,Non-Allergen,0.0
Negative_1188,Non-Allergen,0.0
Negative_1189,Non-Allergen,0.0
Negative_1190,Non-Allergen,0.026
Negative_1191,Allergen,0.996
Negative_1192,Non-Allergen,0.0
Negative_1193,Allergen,0.932
Negative_1194,Non-Allergen,0.0
Negative_1195,Non-Allergen,0.0
Negative_1196,Non-Allergen,0.0
Negative_1197,Non-Allergen,0.0
Negative_1198,Non-Allergen,0.0
Negative_1199,Non-Allergen,0.0
Negative_1200,Non-Allergen,0.0
Negative_1201,Non-Allergen,0.0
Negative_1204,Non-Allergen,0.0
Negative_1205,Non-Allergen,0.0
Negative_1206,Non-Allergen,0.0
Negative_1207,Non-Allergen,0.0
Negative_1208,Non-Allergen,0.0
Negative_1209,Non-Allergen,0.0
Negative_1210,Non-Allergen,0.0
Negative_1211,Non-Allergen,0.0
Negative_1212,Non-Allergen,0.0
Negative_1214,Allergen,0.725
Negative_1215,Allergen,0.675
Negative_1216,Non-Allergen,0.0
Negative_1217,Non-Allergen,0.0
Negative_1218,Non-Allergen,0.0
Negative_1219,Non-Allergen,0.0
Negative_1220,Non-Allergen,0.0
Negative_1222,Non-Allergen,0.0
Negative_1223,Non-Allergen,0.0
Negative_1224,Non-Allergen,0.0
Negative_1225,Non-Allergen,0.0
Negative_1226,Allergen,1.0
Negative_1228,Non-Allergen,0.0
Negative_1230,Non-Allergen,0.0
Negative_1231,Non-Allergen,0.0
Negative_1232,Non-Allergen,0.0
Negative_1233,Non-Allergen,0.0
Negative_1234,Non-Allergen,0.0
Negative_1235,Non-Allergen,0.002
Negative_1236,Non-Allergen,0.0
Negative_1237,Non-Allergen,0.0
Negative_1238,Non-Allergen,0.0
Negative_1239,Non-Allergen,0.0
Negative_1240,Non-Allergen,0.0
Negative_1241,Non-Allergen,0.0
Negative_1242,Non-Allergen,0.0
Negative_1243,Non-Allergen,0.0
Negative_1244,Non-Allergen,0.0
Negative_1245,Non-Allergen,0.0
Negative_1246,Non-Allergen,0.039
Negative_1247,Non-Allergen,0.0
Negative_1248,Non-Allergen,0.0
Negative_1249,Non-Allergen,0.0
Negative_1250,Non-Allergen,0.0
Negative_1252,Non-Allergen,0.0
Negative_1253,Non-Allergen,0.0
Negative_1254,Non-Allergen,0.0
Negative_1255,Non-Allergen,0.0
Negative_1256,Non-Allergen,0.0
Negative_1257,Non-Allergen,0.0
Negative_1258,Non-Allergen,0.0
Negative_1260,Non-Allergen,0.0
Negative_1261,Non-Allergen,0.0
Negative_1262,Non-Allergen,0.0
Negative_1263,Non-Allergen,0.0
Negative_1264,Non-Allergen,0.001
Negative_1265,Non-Allergen,0.0
Negative_1266,Non-Allergen,0.0
Negative_1267,Allergen,0.98
Negative_1268,Non-Allergen,0.0
Negative_1269,Non-Allergen,0.0
Negative_1270,Non-Allergen,0.0
Negative_1271,Non-Allergen,0.0
Negative_1272,Non-Allergen,0.0
Negative_1273,Non-Allergen,0.011
Negative_1275,Non-Allergen,0.0
Negative_1276,Non-Allergen,0.0
Negative_1277,Non-Allergen,0.0
Negative_1279,Non-Allergen,0.0
Negative_1280,Non-Allergen,0.0
Negative_1281,Non-Allergen,0.0
Negative_1282,Non-Allergen,0.0
Negative_1283,Non-Allergen,0.0
Negative_1284,Non-Allergen,0.0
Negative_1287,Non-Allergen,0.0
Negative_1289,Allergen,0.999
Negative_1290,Non-Allergen,0.0
Negative_1291,Non-Allergen,0.0
Negative_1292,Non-Allergen,0.0
Negative_1293,Non-Allergen,0.0
Negative_1294,Non-Allergen,0.0
Negative_1295,Non-Allergen,0.0
Negative_1296,Non-Allergen,0.0
Negative_1297,Non-Allergen,0.0
Negative_1298,Non-Allergen,0.0
Negative_1299,Non-Allergen,0.0
Negative_1300,Non-Allergen,0.0
Negative_1301,Non-Allergen,0.0
Negative_1302,Non-Allergen,0.0
Negative_1303,Non-Allergen,0.0
Negative_1304,Non-Allergen,0.0
Negative_1305,Non-Allergen,0.0
Negative_1306,Non-Allergen,0.0
Negative_1308,Non-Allergen,0.0
Negative_1310,Non-Allergen,0.0
Negative_1311,Non-Allergen,0.0
Negative_1312,Non-Allergen,0.0
Negative_1313,Non-Allergen,0.0
Negative_1314,Non-Allergen,0.0
Negative_1315,Non-Allergen,0.0
Negative_1316,Non-Allergen,0.0
Negative_1317,Non-Allergen,0.0
Negative_1318,Non-Allergen,0.0
Negative_1319,Non-Allergen,0.0
Negative_1321,Non-Allergen,0.0
Negative_1322,Non-Allergen,0.0
Negative_1323,Non-Allergen,0.0
Negative_1324,Non-Allergen,0.0
Negative_1325,Non-Allergen,0.0
Negative_1326,Non-Allergen,0.002
Negative_1327,Non-Allergen,0.02
Negative_1328,Non-Allergen,0.0
Negative_1330,Non-Allergen,0.025
Negative_1331,Non-Allergen,0.0
Negative_1332,Non-Allergen,0.0
Negative_1333,Non-Allergen,0.0
Negative_1334,Non-Allergen,0.003
Negative_1335,Non-Allergen,0.0
Negative_1336,Non-Allergen,0.0
Negative_1337,Non-Allergen,0.0
Negative_1338,Non-Allergen,0.0
Negative_1339,Non-Allergen,0.0
Negative_1340,Non-Allergen,0.0
Negative_1341,Non-Allergen,0.0
Negative_1342,Non-Allergen,0.0
Negative_1343,Non-Allergen,0.0
Negative_1344,Non-Allergen,0.0
Negative_1345,Non-Allergen,0.0
Negative_1346,Non-Allergen,0.0
Negative_1347,Non-Allergen,0.0
Negative_1348,Non-Allergen,0.0
Negative_1349,Non-Allergen,0.0
Negative_1350,Non-Allergen,0.0
Negative_1351,Non-Allergen,0.0
Negative_1352,Non-Allergen,0.0
Negative_1353,Non-Allergen,0.0
Negative_1354,Non-Allergen,0.0
Negative_1355,Non-Allergen,0.0
Negative_1356,Non-Allergen,0.0
Negative_1357,Non-Allergen,0.0
Negative_1358,Non-Allergen,0.0
Negative_1359,Non-Allergen,0.0
Negative_1360,Non-Allergen,0.0
Negative_1361,Non-Allergen,0.0
Negative_1362,Non-Allergen,0.0
Negative_1363,Non-Allergen,0.0
Negative_1364,Non-Allergen,0.0
Negative_1365,Non-Allergen,0.0
Negative_1366,Non-Allergen,0.0
Negative_1368,Non-Allergen,0.0
Negative_1369,Non-Allergen,0.0
Negative_1370,Non-Allergen,0.0
Negative_1371,Non-Allergen,0.0
Negative_1372,Non-Allergen,0.0
Negative_1373,Non-Allergen,0.0
Negative_1374,Non-Allergen,0.0
Negative_1375,Non-Allergen,0.003
Negative_1376,Non-Allergen,0.0
Negative_1377,Non-Allergen,0.0
Negative_1378,Non-Allergen,0.0
Negative_1379,Non-Allergen,0.0
Negative_1380,Non-Allergen,0.002
Negative_1382,Non-Allergen,0.0
Negative_1383,Non-Allergen,0.0
Negative_1384,Non-Allergen,0.0
Negative_1385,Non-Allergen,0.0
Negative_1386,Non-Allergen,0.0
Negative_1387,Non-Allergen,0.0
Negative_1388,Non-Allergen,0.202
Negative_1389,Non-Allergen,0.0
Negative_1390,Non-Allergen,0.0
Negative_1391,Non-Allergen,0.0
Negative_1392,Non-Allergen,0.0
Negative_1393,Non-Allergen,0.0
Negative_1394,Non-Allergen,0.0
Negative_1395,Non-Allergen,0.0
Negative_1396,Non-Allergen,0.0
Negative_1397,Non-Allergen,0.0
Negative_1398,Non-Allergen,0.0
Negative_1399,Non-Allergen,0.0
Negative_1400,Non-Allergen,0.0
Negative_1401,Non-Allergen,0.0
Negative_1403,Non-Allergen,0.0
Negative_1404,Non-Allergen,0.0
Negative_1405,Non-Allergen,0.0
Negative_1406,Non-Allergen,0.0
Negative_1407,Non-Allergen,0.0
Negative_1408,Non-Allergen,0.0
Negative_1409,Non-Allergen,0.263
Negative_1410,Non-Allergen,0.0
Negative_1411,Non-Allergen,0.0
Negative_1412,Non-Allergen,0.0
Negative_1413,Non-Allergen,0.0
Negative_1414,Non-Allergen,0.0
Negative_1415,Non-Allergen,0.0
Negative_1416,Non-Allergen,0.0
Negative_1417,Non-Allergen,0.0
Negative_1418,Non-Allergen,0.0
Negative_1419,Non-Allergen,0.0
Negative_1420,Non-Allergen,0.0
Negative_1421,Non-Allergen,0.0
Negative_1422,Non-Allergen,0.0
Negative_1423,Non-Allergen,0.0
Negative_1424,Non-Allergen,0.0
Negative_1425,Non-Allergen,0.0
Negative_1427,Non-Allergen,0.0
Negative_1428,Non-Allergen,0.0
Negative_1429,Non-Allergen,0.0
Negative_1430,Non-Allergen,0.0
Negative_1431,Non-Allergen,0.0
Negative_1433,Non-Allergen,0.0
Negative_1434,Non-Allergen,0.0
Negative_1435,Non-Allergen,0.0
Negative_1436,Non-Allergen,0.0
Negative_1437,Non-Allergen,0.0
Negative_1438,Non-Allergen,0.0
Negative_1439,Non-Allergen,0.0
Negative_1440,Non-Allergen,0.0
Negative_1441,Non-Allergen,0.0
Negative_1442,Non-Allergen,0.0
Negative_1444,Non-Allergen,0.0
Negative_1445,Non-Allergen,0.0
Negative_1446,Non-Allergen,0.0
Negative_1447,Non-Allergen,0.0
Negative_1448,Non-Allergen,0.0
Negative_1449,Non-Allergen,0.0
Negative_1450,Non-Allergen,0.0
Negative_1451,Non-Allergen,0.0
Negative_1452,Non-Allergen,0.0
Negative_1453,Non-Allergen,0.0
Negative_1454,Non-Allergen,0.0
Negative_1455,Non-Allergen,0.0
Negative_1456,Non-Allergen,0.0
Negative_1457,Non-Allergen,0.0
Negative_1458,Non-Allergen,0.0
Negative_1459,Non-Allergen,0.0
Negative_1460,Non-Allergen,0.0
Negative_1461,Non-Allergen,0.0
Negative_1462,Non-Allergen,0.0
Negative_1463,Non-Allergen,0.0
Negative_1464,Non-Allergen,0.0
Negative_1465,Non-Allergen,0.0
Negative_1466,Allergen,0.999
Negative_1467,Allergen,0.994
Negative_1468,Non-Allergen,0.0
Negative_1469,Non-Allergen,0.0
Negative_1470,Non-Allergen,0.0
Negative_1471,Non-Allergen,0.0
Negative_1472,Non-Allergen,0.0
Negative_1473,Non-Allergen,0.0
Negative_1474,Non-Allergen,0.0
Negative_1475,Non-Allergen,0.0
Negative_1476,Allergen,1.0
Negative_1477,Non-Allergen,0.0
Negative_1479,Non-Allergen,0.0
Negative_1480,Non-Allergen,0.0
Negative_1481,Non-Allergen,0.0
Negative_1482,Non-Allergen,0.0
Negative_1484,Non-Allergen,0.0
Negative_1485,Non-Allergen,0.0
Negative_1486,Non-Allergen,0.0
Negative_1487,Non-Allergen,0.0
Negative_1488,Non-Allergen,0.0
Negative_1489,Allergen,0.758
Negative_1490,Non-Allergen,0.0
Negative_1491,Non-Allergen,0.0
Negative_1492,Non-Allergen,0.0
Negative_1494,Non-Allergen,0.0
Negative_1495,Non-Allergen,0.0
Negative_1496,Non-Allergen,0.0
Negative_1497,Non-Allergen,0.0
Negative_1498,Non-Allergen,0.0
Negative_1499,Non-Allergen,0.0
Negative_1500,Non-Allergen,0.0
Negative_1501,Non-Allergen,0.0
Negative_1502,Non-Allergen,0.0
Negative_1503,Non-Allergen,0.0
Negative_1505,Non-Allergen,0.0
Negative_1506,Non-Allergen,0.0
Negative_1509,Non-Allergen,0.0
Negative_1510,Non-Allergen,0.0
Negative_1511,Non-Allergen,0.0
Negative_1512,Non-Allergen,0.0
Negative_1513,Non-Allergen,0.0
Negative_1514,Non-Allergen,0.0
Negative_1515,Non-Allergen,0.076
Negative_1516,Non-Allergen,0.0
Negative_1517,Non-Allergen,0.0
Negative_1518,Allergen,1.0
Negative_1519,Non-Allergen,0.0
Negative_1520,Non-Allergen,0.0
Negative_1521,Non-Allergen,0.0
Negative_1522,Non-Allergen,0.0
Negative_1523,Non-Allergen,0.0
Negative_1525,Non-Allergen,0.0
Negative_1526,Non-Allergen,0.0
Negative_1527,Non-Allergen,0.0
Negative_1528,Non-Allergen,0.0
Negative_1529,Non-Allergen,0.0
Negative_1530,Non-Allergen,0.0
Negative_1531,Non-Allergen,0.0
Negative_1532,Non-Allergen,0.0
Negative_1533,Non-Allergen,0.0
Negative_1535,Non-Allergen,0.0
Negative_1536,Non-Allergen,0.0
Negative_1537,Non-Allergen,0.0
Negative_1538,Allergen,1.0
Negative_1540,Non-Allergen,0.0
Negative_1541,Non-Allergen,0.0
Negative_1542,Non-Allergen,0.0
Negative_1543,Non-Allergen,0.0
Negative_1544,Non-Allergen,0.0
Negative_1545,Non-Allergen,0.0
Negative_1546,Non-Allergen,0.0
Negative_1548,Non-Allergen,0.0
Negative_1550,Non-Allergen,0.0
Negative_1551,Non-Allergen,0.0
Negative_1552,Non-Allergen,0.0
Negative_1553,Non-Allergen,0.0
Negative_1554,Non-Allergen,0.0
Negative_1555,Non-Allergen,0.0
Negative_1556,Non-Allergen,0.0
Negative_1559,Non-Allergen,0.0
Negative_1560,Non-Allergen,0.0
Negative_1561,Non-Allergen,0.0
Negative_1562,Non-Allergen,0.0
Negative_1564,Non-Allergen,0.066
Negative_1565,Non-Allergen,0.0
Negative_1566,Non-Allergen,0.0
Negative_1567,Non-Allergen,0.0
Negative_1568,Non-Allergen,0.0
Negative_1569,Non-Allergen,0.0
Negative_1570,Non-Allergen,0.0
Negative_1571,Non-Allergen,0.0
Negative_1572,Non-Allergen,0.0
Negative_1573,Non-Allergen,0.0
Negative_1574,Non-Allergen,0.0
Negative_1575,Non-Allergen,0.004
Negative_1576,Non-Allergen,0.0
Negative_1578,Non-Allergen,0.0
Negative_1579,Non-Allergen,0.0
Negative_1580,Non-Allergen,0.0
Negative_1581,Non-Allergen,0.0
Negative_1582,Non-Allergen,0.0
Negative_1583,Non-Allergen,0.0
Negative_1584,Allergen,0.519
Negative_1585,Non-Allergen,0.0
Negative_1586,Non-Allergen,0.0
Negative_1587,Non-Allergen,0.0
Negative_1588,Non-Allergen,0.0
Negative_1589,Non-Allergen,0.0
Negative_1590,Non-Allergen,0.0
Negative_1591,Non-Allergen,0.0
Negative_1593,Non-Allergen,0.0
Negative_1594,Non-Allergen,0.0
Negative_1595,Non-Allergen,0.0
Negative_1596,Non-Allergen,0.0
Negative_1597,Non-Allergen,0.0
Negative_1598,Non-Allergen,0.0
Negative_1599,Non-Allergen,0.0
Negative_1600,Non-Allergen,0.0
Negative_1601,Non-Allergen,0.0
Negative_1602,Non-Allergen,0.0
Negative_1603,Non-Allergen,0.0
Negative_1604,Non-Allergen,0.0
Negative_1605,Non-Allergen,0.0
Negative_1606,Non-Allergen,0.0
Negative_1607,Non-Allergen,0.0
Negative_1608,Non-Allergen,0.0
Negative_1609,Non-Allergen,0.0
Negative_1610,Non-Allergen,0.0
Negative_1611,Non-Allergen,0.0
Negative_1612,Non-Allergen,0.0
Negative_1613,Non-Allergen,0.0
Negative_1614,Non-Allergen,0.0
Negative_1615,Non-Allergen,0.0
Negative_1616,Non-Allergen,0.0
Negative_1618,Non-Allergen,0.0
Negative_1619,Non-Allergen,0.0
Negative_1620,Non-Allergen,0.0
Negative_1621,Non-Allergen,0.0
Negative_1622,Non-Allergen,0.0
Negative_1623,Non-Allergen,0.0
Negative_1624,Non-Allergen,0.0
Negative_1625,Non-Allergen,0.0
Negative_1626,Non-Allergen,0.0
Negative_1628,Non-Allergen,0.0
Negative_1629,Non-Allergen,0.0
Negative_1631,Non-Allergen,0.0
Negative_1632,Non-Allergen,0.0
Negative_1633,Non-Allergen,0.0
Negative_1634,Non-Allergen,0.0
Negative_1635,Non-Allergen,0.0
Negative_1636,Non-Allergen,0.0
Negative_1637,Non-Allergen,0.0
Negative_1638,Non-Allergen,0.0
Negative_1640,Non-Allergen,0.0
Negative_1641,Non-Allergen,0.0
Negative_1642,Non-Allergen,0.0
Negative_1643,Non-Allergen,0.0
Negative_1644,Non-Allergen,0.347
Negative_1645,Non-Allergen,0.0
Negative_1646,Non-Allergen,0.0
Negative_1647,Non-Allergen,0.0
Negative_1648,Non-Allergen,0.0
Negative_1649,Non-Allergen,0.0
Negative_1650,Non-Allergen,0.0
Negative_1651,Non-Allergen,0.0
Negative_1652,Non-Allergen,0.0
Negative_1653,Non-Allergen,0.0
Negative_1654,Non-Allergen,0.0
Negative_1655,Non-Allergen,0.015
Negative_1656,Non-Allergen,0.0
Negative_1657,Non-Allergen,0.0
Negative_1658,Non-Allergen,0.0
Negative_1659,Non-Allergen,0.0
Negative_1660,Non-Allergen,0.0
Negative_1661,Non-Allergen,0.0
Negative_1664,Non-Allergen,0.0
Negative_1665,Non-Allergen,0.0
Negative_1666,Non-Allergen,0.0
Negative_1667,Non-Allergen,0.0
Negative_1668,Non-Allergen,0.0
Negative_1669,Non-Allergen,0.0
Negative_1670,Non-Allergen,0.0
Negative_1671,Non-Allergen,0.0
Negative_1672,Non-Allergen,0.0
Negative_1673,Non-Allergen,0.0
Negative_1674,Non-Allergen,0.0
Negative_1675,Non-Allergen,0.0
Negative_1676,Allergen,0.92
Negative_1677,Non-Allergen,0.0
Negative_1678,Non-Allergen,0.0
Negative_1679,Non-Allergen,0.0
Negative_1680,Non-Allergen,0.0
Negative_1681,Non-Allergen,0.0
Negative_1682,Non-Allergen,0.012
Negative_1683,Non-Allergen,0.0
Negative_1684,Non-Allergen,0.0
Negative_1685,Non-Allergen,0.0
Negative_1686,Non-Allergen,0.0
Negative_1687,Non-Allergen,0.0
Negative_1688,Non-Allergen,0.0
Negative_1689,Allergen,0.989
Negative_1690,Non-Allergen,0.0
Negative_1691,Non-Allergen,0.0
Negative_1692,Non-Allergen,0.0
Negative_1693,Non-Allergen,0.0
Negative_1694,Non-Allergen,0.0
Negative_1696,Non-Allergen,0.0
Negative_1697,Non-Allergen,0.0
Negative_1698,Non-Allergen,0.0
Negative_1700,Non-Allergen,0.0
Negative_1701,Non-Allergen,0.0
Negative_1703,Non-Allergen,0.0
Negative_1704,Non-Allergen,0.0
Negative_1706,Non-Allergen,0.0
Negative_1707,Non-Allergen,0.0
Negative_1708,Non-Allergen,0.0
Negative_1709,Non-Allergen,0.0
Negative_1710,Non-Allergen,0.0
Negative_1711,Non-Allergen,0.0
Negative_1712,Non-Allergen,0.0
Negative_1714,Non-Allergen,0.0
Negative_1715,Non-Allergen,0.0
Negative_1716,Non-Allergen,0.0
Negative_1717,Non-Allergen,0.0
Negative_1718,Non-Allergen,0.0
Negative_1719,Non-Allergen,0.0
Negative_1720,Non-Allergen,0.0
Negative_1721,Non-Allergen,0.0
Negative_1723,Non-Allergen,0.0
Negative_1724,Non-Allergen,0.0
Negative_1726,Non-Allergen,0.0
Negative_1727,Non-Allergen,0.0
Negative_1728,Non-Allergen,0.0
Negative_1729,Non-Allergen,0.0
Negative_1730,Non-Allergen,0.0
Negative_1731,Non-Allergen,0.0
Negative_1733,Non-Allergen,0.0
Negative_1734,Non-Allergen,0.003
Negative_1736,Non-Allergen,0.0
Negative_1738,Non-Allergen,0.0
Negative_1739,Non-Allergen,0.0
Negative_1740,Non-Allergen,0.0
Negative_1741,Non-Allergen,0.0
Negative_1742,Non-Allergen,0.0
Negative_1743,Non-Allergen,0.0
Negative_1744,Non-Allergen,0.0
Negative_1746,Non-Allergen,0.0
Negative_1747,Non-Allergen,0.0
Negative_1748,Non-Allergen,0.0
Negative_1749,Non-Allergen,0.0
Negative_1750,Non-Allergen,0.0
Negative_1751,Non-Allergen,0.0
Negative_1752,Non-Allergen,0.0
Negative_1753,Non-Allergen,0.0
Negative_1754,Non-Allergen,0.0
Negative_1755,Non-Allergen,0.0
Negative_1756,Non-Allergen,0.0
Negative_1757,Non-Allergen,0.0
Negative_1758,Non-Allergen,0.0
Negative_1759,Non-Allergen,0.0
Negative_1760,Non-Allergen,0.0
Negative_1762,Non-Allergen,0.0
Negative_1763,Non-Allergen,0.0
Negative_1764,Non-Allergen,0.0
Negative_1765,Non-Allergen,0.0
Negative_1766,Non-Allergen,0.0
Negative_1768,Non-Allergen,0.014
Negative_1769,Non-Allergen,0.001
Negative_1770,Non-Allergen,0.0
Negative_1771,Non-Allergen,0.0
Negative_1772,Non-Allergen,0.0
Negative_1774,Non-Allergen,0.09
Negative_1775,Non-Allergen,0.001
Negative_1776,Non-Allergen,0.0
Negative_1777,Non-Allergen,0.0
Negative_1778,Non-Allergen,0.0
Negative_1779,Non-Allergen,0.0
Negative_1780,Non-Allergen,0.0
Negative_1782,Non-Allergen,0.0
Negative_1783,Non-Allergen,0.0
Negative_1784,Non-Allergen,0.0
Negative_1785,Non-Allergen,0.0
Negative_1786,Non-Allergen,0.0
Negative_1787,Non-Allergen,0.0
Negative_1788,Allergen,0.707
Negative_1789,Non-Allergen,0.0
Negative_1790,Non-Allergen,0.0
Negative_1791,Allergen,0.77
Negative_1792,Non-Allergen,0.0
Negative_1793,Non-Allergen,0.0
Negative_1794,Non-Allergen,0.0
Negative_1795,Non-Allergen,0.0
Negative_1796,Non-Allergen,0.0
Negative_1797,Non-Allergen,0.0
Negative_1799,Non-Allergen,0.0
Negative_1800,Non-Allergen,0.0
Negative_1801,Non-Allergen,0.0
Negative_1802,Non-Allergen,0.0
Negative_1803,Non-Allergen,0.0
Negative_1804,Non-Allergen,0.0
Negative_1805,Non-Allergen,0.0
Negative_1806,Non-Allergen,0.0
Negative_1807,Non-Allergen,0.0
Negative_1808,Non-Allergen,0.0
