Name,Class,Probability
Negative_1387,Non-Allergen,0.0
Negative_1388,Non-Allergen,0.0
Negative_1391,Non-Allergen,0.0
Negative_1396,Non-Allergen,0.0
Negative_1398,Non-Allergen,0.0
Negative_1407,Non-Allergen,0.0
Negative_1417,Non-Allergen,0.0
Negative_1418,Non-Allergen,0.002
Negative_1420,Non-Allergen,0.0
Negative_1423,Allergen,1.0
Negative_1426,Non-Allergen,0.032
Negative_1427,Non-Allergen,0.0
Negative_1430,Non-Allergen,0.0
Negative_1431,Non-Allergen,0.0
Negative_1432,Non-Allergen,0.0
Negative_1433,Non-Allergen,0.004
Negative_1434,Non-Allergen,0.0
Negative_1435,Non-Allergen,0.0
Negative_1438,Allergen,1.0
Negative_1444,Non-Allergen,0.0
Negative_1446,Non-Allergen,0.0
Negative_1448,Non-Allergen,0.0
Negative_1450,Non-Allergen,0.0
Negative_1451,Non-Allergen,0.0
Negative_1454,Non-Allergen,0.0
Negative_1459,Non-Allergen,0.0
Negative_1460,Non-Allergen,0.402
Negative_1462,Non-Allergen,0.0
Negative_1463,Allergen,0.532
Negative_1464,Non-Allergen,0.0
Negative_1469,Non-Allergen,0.0
Negative_1473,Non-Allergen,0.0
Negative_1474,Non-Allergen,0.085
Negative_1476,Non-Allergen,0.0
Negative_1477,Non-Allergen,0.0
Negative_1480,Non-Allergen,0.0
Negative_1492,Non-Allergen,0.0
Negative_1493,Non-Allergen,0.0
Negative_1495,Non-Allergen,0.0
Negative_1497,Non-Allergen,0.001
Negative_1500,Non-Allergen,0.002
Positive_1504,Non-Allergen,0.025
Negative_1507,Non-Allergen,0.0
Negative_1508,Non-Allergen,0.0
Negative_1509,Non-Allergen,0.0
Negative_1510,Non-Allergen,0.0
Negative_1511,Non-Allergen,0.0
Negative_1512,Non-Allergen,0.0
Negative_1513,Non-Allergen,0.0
Negative_1514,Non-Allergen,0.0
Negative_1515,Non-Allergen,0.0
Negative_1518,Non-Allergen,0.0
Negative_1519,Non-Allergen,0.0
Negative_1520,Non-Allergen,0.0
Negative_1521,Non-Allergen,0.0
Negative_1522,Non-Allergen,0.0
Negative_1523,Non-Allergen,0.0
Negative_1524,Non-Allergen,0.0
Negative_1526,Non-Allergen,0.0
Negative_1527,Non-Allergen,0.0
Negative_1528,Non-Allergen,0.0
Negative_1531,Non-Allergen,0.019
Negative_1532,Non-Allergen,0.0
Negative_1534,Non-Allergen,0.0
Negative_1535,Non-Allergen,0.0
Negative_1536,Non-Allergen,0.0
Negative_1537,Non-Allergen,0.0
Negative_1538,Non-Allergen,0.0
Negative_1542,Non-Allergen,0.0
Negative_1543,Non-Allergen,0.0
Negative_1545,Non-Allergen,0.0
Negative_1549,Allergen,0.972
Negative_1550,Allergen,1.0
Negative_1558,Non-Allergen,0.0
Negative_1559,Non-Allergen,0.0
Negative_1561,Non-Allergen,0.0
Negative_1562,Non-Allergen,0.0
Negative_1564,Non-Allergen,0.052
Negative_1565,Non-Allergen,0.0
Negative_1567,Non-Allergen,0.0
Negative_1568,Allergen,0.785
Negative_1569,Non-Allergen,0.0
Negative_1570,Non-Allergen,0.012
Negative_1571,Non-Allergen,0.0
Negative_1572,Allergen,1.0
Negative_1573,Non-Allergen,0.0
Negative_1574,Non-Allergen,0.0
Negative_1575,Non-Allergen,0.0
Negative_1576,Non-Allergen,0.0
Negative_1577,Non-Allergen,0.0
Negative_1579,Non-Allergen,0.0
Negative_1580,Non-Allergen,0.01
Negative_1581,Non-Allergen,0.024
Negative_1585,Non-Allergen,0.0
Negative_1590,Non-Allergen,0.0
Negative_1592,Non-Allergen,0.0
Negative_1593,Non-Allergen,0.466
Negative_1594,Non-Allergen,0.0
Negative_1595,Non-Allergen,0.0
Negative_1596,Non-Allergen,0.0
Negative_1598,Non-Allergen,0.0
Negative_1600,Non-Allergen,0.0
Negative_1604,Non-Allergen,0.0
Negative_1605,Non-Allergen,0.0
Negative_1607,Non-Allergen,0.0
Negative_1614,Non-Allergen,0.0
Negative_1617,Non-Allergen,0.0
Negative_1618,Non-Allergen,0.0
Negative_1621,Non-Allergen,0.0
Negative_1625,Non-Allergen,0.0
Negative_1633,Non-Allergen,0.0
Negative_1640,Non-Allergen,0.0
Negative_1644,Non-Allergen,0.005
Negative_1647,Non-Allergen,0.0
Negative_1649,Allergen,1.0
Negative_1651,Non-Allergen,0.0
Negative_1652,Non-Allergen,0.0
Negative_1653,Non-Allergen,0.0
Negative_1656,Non-Allergen,0.0
Negative_1660,Non-Allergen,0.006
Negative_1661,Non-Allergen,0.0
Negative_1666,Non-Allergen,0.0
Negative_1667,Non-Allergen,0.0
Negative_1668,Non-Allergen,0.0
Negative_1669,Non-Allergen,0.0
Negative_1671,Non-Allergen,0.0
Negative_1675,Non-Allergen,0.0
Negative_1676,Non-Allergen,0.0
Negative_1679,Non-Allergen,0.0
Negative_1681,Allergen,0.531
Negative_1685,Allergen,1.0
Negative_1686,Non-Allergen,0.001
Negative_1690,Non-Allergen,0.002
Negative_1692,Non-Allergen,0.0
Negative_1693,Non-Allergen,0.0
Negative_1695,Non-Allergen,0.0
Negative_1696,Non-Allergen,0.0
Negative_1697,Non-Allergen,0.0
Negative_1699,Non-Allergen,0.0
Negative_1700,Non-Allergen,0.0
Negative_1701,Non-Allergen,0.0
Negative_1702,Non-Allergen,0.0
Negative_1704,Non-Allergen,0.0
Negative_1706,Non-Allergen,0.0
Negative_1707,Non-Allergen,0.0
Negative_1708,Non-Allergen,0.0
Negative_1710,Non-Allergen,0.0
Negative_1712,Non-Allergen,0.0
Negative_1716,Non-Allergen,0.0
Negative_1717,Non-Allergen,0.0
Negative_1718,Non-Allergen,0.0
Negative_1720,Non-Allergen,0.0
Negative_1721,Non-Allergen,0.0
Negative_1723,Non-Allergen,0.014
Negative_1724,Non-Allergen,0.0
Negative_1728,Allergen,1.0
Negative_1729,Allergen,0.894
Negative_1730,Non-Allergen,0.0
Negative_1731,Allergen,0.999
Negative_1732,Non-Allergen,0.0
Negative_1733,Non-Allergen,0.001
Negative_1734,Non-Allergen,0.0
Negative_1735,Allergen,1.0
Negative_1736,Non-Allergen,0.0
Negative_1737,Non-Allergen,0.0
Negative_1738,Non-Allergen,0.0
Negative_1741,Non-Allergen,0.0
Negative_1743,Allergen,0.895
Negative_1744,Allergen,0.916
Negative_1745,Allergen,0.938
Negative_1746,Allergen,0.975
Negative_1748,Non-Allergen,0.122
Negative_1749,Allergen,1.0
Negative_1750,Non-Allergen,0.0
Negative_1751,Non-Allergen,0.0
Negative_1752,Non-Allergen,0.0
Negative_1753,Non-Allergen,0.001
Negative_1757,Non-Allergen,0.0
Negative_1758,Non-Allergen,0.0
Negative_1759,Non-Allergen,0.0
Negative_1760,Non-Allergen,0.001
Negative_1762,Allergen,0.597
Negative_1765,Non-Allergen,0.0
Negative_1769,Allergen,1.0
Negative_1773,Non-Allergen,0.0
Negative_1774,Non-Allergen,0.0
Negative_1779,Allergen,0.996
Negative_1780,Non-Allergen,0.0
Negative_1783,Non-Allergen,0.006
Negative_1785,Non-Allergen,0.0
Positive_1786,Allergen,0.999
Negative_1789,Non-Allergen,0.111
Negative_1790,Non-Allergen,0.0
Negative_1791,Allergen,0.984
Negative_1792,Non-Allergen,0.0
Negative_1795,Non-Allergen,0.197
Negative_1797,Non-Allergen,0.0
Negative_1800,Allergen,1.0
Negative_1806,Non-Allergen,0.004
Negative_1812,Non-Allergen,0.015
Negative_1815,Non-Allergen,0.024
Negative_1816,Allergen,0.823
Negative_1819,Non-Allergen,0.0
Negative_1822,Non-Allergen,0.0
Negative_1825,Non-Allergen,0.0
Negative_1828,Non-Allergen,0.0
Negative_1830,Allergen,0.703
Negative_1835,Non-Allergen,0.0
Negative_1838,Non-Allergen,0.0
Negative_1839,Non-Allergen,0.0
Negative_1840,Non-Allergen,0.0
Negative_1842,Non-Allergen,0.0
Negative_1871,Non-Allergen,0.0
Negative_1873,Non-Allergen,0.0
Negative_1875,Allergen,1.0
Negative_1882,Non-Allergen,0.0
Negative_1883,Non-Allergen,0.0
Negative_1884,Non-Allergen,0.0
Negative_1885,Non-Allergen,0.0
Negative_1886,Non-Allergen,0.0
Negative_1887,Non-Allergen,0.0
Negative_1888,Non-Allergen,0.0
Negative_1889,Non-Allergen,0.015
Negative_1890,Non-Allergen,0.0
Negative_1892,Non-Allergen,0.0
Negative_1896,Non-Allergen,0.032
Negative_1901,Non-Allergen,0.0
Negative_1905,Non-Allergen,0.0
Negative_1906,Non-Allergen,0.0
Negative_1907,Non-Allergen,0.0
Negative_1908,Non-Allergen,0.0
Negative_1918,Non-Allergen,0.0
Negative_1919,Non-Allergen,0.0
Negative_1920,Non-Allergen,0.0
Negative_1925,Allergen,0.514
Negative_1926,Allergen,1.0
Negative_1930,Non-Allergen,0.0
Negative_1931,Non-Allergen,0.0
Negative_1933,Non-Allergen,0.007
Negative_1937,Non-Allergen,0.0
Negative_1938,Non-Allergen,0.0
Positive_1945,Allergen,1.0
Negative_1946,Non-Allergen,0.0
Negative_1947,Non-Allergen,0.0
Negative_1948,Non-Allergen,0.0
Negative_1949,Non-Allergen,0.0
Negative_1950,Non-Allergen,0.0
Negative_1953,Non-Allergen,0.0
Negative_1955,Non-Allergen,0.0
Negative_1956,Non-Allergen,0.0
Negative_1957,Non-Allergen,0.0
Negative_1963,Non-Allergen,0.0
Negative_1964,Non-Allergen,0.0
Negative_1966,Non-Allergen,0.0
Negative_1967,Non-Allergen,0.0
Negative_1972,Non-Allergen,0.0
Negative_1975,Non-Allergen,0.0
Negative_1976,Non-Allergen,0.0
Negative_1978,Non-Allergen,0.0
Negative_1979,Non-Allergen,0.007
Negative_1980,Non-Allergen,0.0
Negative_1981,Allergen,0.993
Negative_1986,Non-Allergen,0.0
Negative_1989,Non-Allergen,0.0
Negative_1991,Non-Allergen,0.487
Negative_1993,Non-Allergen,0.0
Negative_1994,Allergen,0.695
Negative_1995,Non-Allergen,0.0
Negative_1996,Non-Allergen,0.0
Positive_1997,Allergen,1.0
Negative_1998,Non-Allergen,0.0
Negative_1999,Non-Allergen,0.0
Negative_2004,Non-Allergen,0.0
Negative_2005,Non-Allergen,0.0
Negative_2007,Non-Allergen,0.0
Negative_2008,Non-Allergen,0.0
Negative_2011,Non-Allergen,0.0
Negative_2013,Non-Allergen,0.003
Negative_2015,Non-Allergen,0.0
Negative_2018,Non-Allergen,0.0
Negative_2019,Non-Allergen,0.004
Negative_2020,Non-Allergen,0.0
Negative_2021,Non-Allergen,0.0
Negative_2022,Non-Allergen,0.0
Negative_2023,Non-Allergen,0.0
Negative_2025,Non-Allergen,0.0
Negative_2027,Non-Allergen,0.0
Negative_2028,Non-Allergen,0.0
Negative_2029,Non-Allergen,0.0
Negative_2030,Non-Allergen,0.0
Negative_2031,Non-Allergen,0.0
Negative_2032,Non-Allergen,0.0
Negative_2033,Non-Allergen,0.0
Negative_2034,Non-Allergen,0.0
Negative_2035,Non-Allergen,0.0
Negative_2036,Non-Allergen,0.001
Negative_2037,Non-Allergen,0.0
Negative_2038,Non-Allergen,0.0
Negative_2039,Non-Allergen,0.002
Negative_2040,Non-Allergen,0.0
Negative_2041,Non-Allergen,0.0
Negative_2042,Non-Allergen,0.0
Negative_2043,Non-Allergen,0.0
Negative_2044,Non-Allergen,0.0
Negative_2045,Non-Allergen,0.0
Negative_2046,Non-Allergen,0.0
Negative_2047,Non-Allergen,0.0
Negative_2048,Non-Allergen,0.0
Negative_2049,Non-Allergen,0.0
Negative_2050,Non-Allergen,0.0
Negative_2051,Non-Allergen,0.0
Negative_2052,Non-Allergen,0.0
Negative_2053,Non-Allergen,0.0
Negative_2054,Non-Allergen,0.0
Negative_2055,Non-Allergen,0.0
Negative_2056,Non-Allergen,0.0
Negative_2057,Non-Allergen,0.0
Negative_2058,Non-Allergen,0.0
Negative_2060,Non-Allergen,0.0
Negative_2061,Non-Allergen,0.0
Negative_2062,Non-Allergen,0.0
Negative_2064,Non-Allergen,0.001
Negative_2065,Non-Allergen,0.0
Negative_2067,Non-Allergen,0.0
Negative_2069,Non-Allergen,0.0
Negative_2071,Non-Allergen,0.021
Negative_2072,Non-Allergen,0.0
Negative_2074,Non-Allergen,0.0
Negative_2075,Non-Allergen,0.0
Negative_2076,Non-Allergen,0.0
Negative_2077,Non-Allergen,0.0
Negative_2078,Non-Allergen,0.0
Negative_2079,Non-Allergen,0.0
Negative_2080,Non-Allergen,0.0
Negative_2081,Non-Allergen,0.0
Negative_2082,Non-Allergen,0.0
Negative_2083,Non-Allergen,0.0
Negative_2084,Non-Allergen,0.0
Negative_2085,Non-Allergen,0.0
Negative_2086,Non-Allergen,0.0
Negative_2087,Non-Allergen,0.0
Negative_2088,Non-Allergen,0.004
Negative_2090,Non-Allergen,0.001
Negative_2091,Non-Allergen,0.0
Negative_2092,Non-Allergen,0.0
Negative_2093,Allergen,1.0
Negative_2094,Non-Allergen,0.0
Negative_2096,Non-Allergen,0.0
Negative_2099,Non-Allergen,0.0
Negative_2100,Non-Allergen,0.0
Negative_2102,Non-Allergen,0.0
Negative_2104,Non-Allergen,0.0
Negative_2106,Non-Allergen,0.0
Negative_2107,Non-Allergen,0.0
Positive_2108,Non-Allergen,0.0
Negative_2111,Allergen,1.0
Negative_2117,Non-Allergen,0.0
Negative_2118,Non-Allergen,0.0
Negative_2119,Non-Allergen,0.0
Negative_2120,Non-Allergen,0.0
Negative_2123,Allergen,0.655
Negative_2125,Non-Allergen,0.149
Negative_2126,Non-Allergen,0.0
Negative_2127,Non-Allergen,0.0
Negative_2128,Non-Allergen,0.0
Negative_2132,Allergen,1.0
Negative_2133,Non-Allergen,0.0
Negative_2134,Non-Allergen,0.0
Negative_2135,Non-Allergen,0.006
Negative_2140,Non-Allergen,0.0
Negative_2143,Non-Allergen,0.0
Negative_2150,Non-Allergen,0.0
Negative_2153,Non-Allergen,0.0
Negative_2154,Non-Allergen,0.0
Negative_2162,Non-Allergen,0.0
Negative_2165,Non-Allergen,0.0
Negative_2166,Non-Allergen,0.003
Negative_2169,Non-Allergen,0.0
Negative_2173,Allergen,1.0
Positive_2175,Allergen,1.0
Negative_2177,Non-Allergen,0.0
Negative_2178,Non-Allergen,0.106
Negative_2179,Non-Allergen,0.0
Negative_2180,Non-Allergen,0.0
Negative_2181,Allergen,0.946
Negative_2183,Allergen,1.0
Negative_2184,Allergen,0.63
Negative_2185,Non-Allergen,0.0
Negative_2188,Non-Allergen,0.0
Negative_2189,Non-Allergen,0.085
Negative_2190,Non-Allergen,0.0
Negative_2195,Non-Allergen,0.135
Negative_2196,Non-Allergen,0.0
Negative_2200,Non-Allergen,0.001
Negative_2201,Non-Allergen,0.0
Negative_2203,Non-Allergen,0.013
Negative_2204,Non-Allergen,0.108
Negative_2207,Non-Allergen,0.0
Negative_2208,Non-Allergen,0.0
Negative_2209,Non-Allergen,0.0
Negative_2210,Non-Allergen,0.0
Negative_2211,Non-Allergen,0.0
Negative_2213,Non-Allergen,0.0
Negative_2214,Non-Allergen,0.0
Negative_2215,Non-Allergen,0.0
Negative_2216,Non-Allergen,0.0
Negative_2217,Non-Allergen,0.0
Negative_2218,Non-Allergen,0.0
Negative_2219,Non-Allergen,0.0
Negative_2220,Allergen,1.0
Negative_2221,Non-Allergen,0.0
Negative_2222,Non-Allergen,0.0
Negative_2224,Non-Allergen,0.0
Negative_2225,Non-Allergen,0.0
Negative_2226,Non-Allergen,0.0
Negative_2227,Non-Allergen,0.0
Negative_2232,Non-Allergen,0.0
Negative_2233,Non-Allergen,0.0
Negative_2234,Non-Allergen,0.0
Negative_2236,Non-Allergen,0.007
Negative_2238,Non-Allergen,0.0
Negative_2239,Non-Allergen,0.0
Negative_2240,Non-Allergen,0.0
Negative_2241,Non-Allergen,0.0
Negative_2243,Non-Allergen,0.0
Negative_2244,Non-Allergen,0.0
Negative_2245,Non-Allergen,0.0
Negative_2246,Non-Allergen,0.0
Negative_2247,Non-Allergen,0.0
Negative_2248,Non-Allergen,0.0
Negative_2249,Non-Allergen,0.0
Negative_2255,Non-Allergen,0.0
Negative_2256,Non-Allergen,0.0
Negative_2257,Non-Allergen,0.0
Negative_2259,Non-Allergen,0.0
Negative_2265,Non-Allergen,0.0
Negative_2266,Non-Allergen,0.0
Negative_2267,Non-Allergen,0.001
Negative_2269,Non-Allergen,0.0
Negative_2270,Non-Allergen,0.0
Negative_2273,Non-Allergen,0.0
Negative_2282,Non-Allergen,0.001
Negative_2283,Non-Allergen,0.0
Negative_2284,Non-Allergen,0.0
Negative_2289,Allergen,0.999
Negative_2293,Non-Allergen,0.0
Negative_2296,Non-Allergen,0.0
Negative_2300,Non-Allergen,0.0
Negative_2301,Non-Allergen,0.0
Negative_2302,Non-Allergen,0.0
Negative_2303,Allergen,0.95
Negative_2304,Non-Allergen,0.0
Negative_2306,Non-Allergen,0.0
Negative_2307,Non-Allergen,0.0
Negative_2308,Non-Allergen,0.0
Negative_2309,Non-Allergen,0.0
Negative_2310,Non-Allergen,0.0
Negative_2312,Non-Allergen,0.0
Negative_2313,Non-Allergen,0.0
Negative_2314,Non-Allergen,0.0
Negative_2315,Non-Allergen,0.0
Negative_2316,Non-Allergen,0.0
Negative_2318,Non-Allergen,0.0
Negative_2323,Non-Allergen,0.0
Negative_2324,Non-Allergen,0.0
Negative_2325,Non-Allergen,0.0
Negative_2326,Non-Allergen,0.0
Negative_2327,Non-Allergen,0.0
Negative_2328,Non-Allergen,0.0
Negative_2329,Non-Allergen,0.0
Negative_2330,Non-Allergen,0.0
Negative_2331,Non-Allergen,0.0
Negative_2332,Non-Allergen,0.0
Negative_2333,Non-Allergen,0.0
Negative_2334,Non-Allergen,0.0
Negative_2338,Non-Allergen,0.0
Negative_2339,Allergen,0.684
Negative_2345,Non-Allergen,0.0
Negative_2354,Non-Allergen,0.388
Negative_2355,Non-Allergen,0.0
Negative_2357,Allergen,0.789
Negative_2358,Non-Allergen,0.0
Negative_2359,Non-Allergen,0.014
Negative_2362,Non-Allergen,0.0
Negative_2363,Non-Allergen,0.0
Negative_2364,Non-Allergen,0.007
Negative_2370,Non-Allergen,0.0
Negative_2371,Non-Allergen,0.052
Negative_2373,Non-Allergen,0.0
Negative_2374,Non-Allergen,0.0
Negative_2375,Non-Allergen,0.029
Negative_2376,Non-Allergen,0.01
Negative_2378,Non-Allergen,0.157
Negative_2379,Non-Allergen,0.0
Negative_2380,Non-Allergen,0.0
Negative_2381,Non-Allergen,0.0
Negative_2382,Non-Allergen,0.0
Negative_2383,Non-Allergen,0.0
Negative_2385,Non-Allergen,0.001
Negative_2387,Non-Allergen,0.003
Negative_2389,Non-Allergen,0.0
Negative_2394,Non-Allergen,0.001
Negative_2395,Non-Allergen,0.0
Negative_2396,Non-Allergen,0.0
Negative_2397,Non-Allergen,0.005
Negative_2399,Non-Allergen,0.0
Negative_2400,Non-Allergen,0.0
Negative_2401,Non-Allergen,0.0
Negative_2405,Non-Allergen,0.0
Negative_2407,Non-Allergen,0.0
Negative_2408,Non-Allergen,0.031
Negative_2413,Non-Allergen,0.0
Negative_2416,Non-Allergen,0.0
Negative_2419,Non-Allergen,0.0
Negative_2423,Non-Allergen,0.0
Negative_2426,Non-Allergen,0.0
Negative_2427,Non-Allergen,0.0
Negative_2428,Non-Allergen,0.0
Negative_2429,Non-Allergen,0.213
Negative_2431,Non-Allergen,0.0
Negative_2442,Non-Allergen,0.0
Negative_2443,Non-Allergen,0.0
Negative_2445,Non-Allergen,0.215
Negative_2446,Non-Allergen,0.0
Negative_2447,Non-Allergen,0.0
Negative_2450,Non-Allergen,0.0
Negative_2457,Non-Allergen,0.0
Negative_2458,Non-Allergen,0.0
Negative_2460,Non-Allergen,0.0
Negative_2461,Non-Allergen,0.0
Negative_2463,Non-Allergen,0.0
Negative_2475,Non-Allergen,0.0
Positive_2478,Allergen,0.922
Negative_2481,Non-Allergen,0.002
Negative_2482,Non-Allergen,0.0
Negative_2483,Non-Allergen,0.0
Negative_2484,Non-Allergen,0.0
Negative_2485,Non-Allergen,0.017
Negative_2486,Non-Allergen,0.0
Negative_2487,Non-Allergen,0.0
Negative_2488,Non-Allergen,0.0
Negative_2489,Allergen,0.997
Negative_2490,Non-Allergen,0.0
Negative_2492,Non-Allergen,0.0
Negative_2493,Non-Allergen,0.0
Negative_2494,Non-Allergen,0.0
Negative_2495,Non-Allergen,0.0
Negative_2496,Non-Allergen,0.0
Negative_2497,Non-Allergen,0.0
Negative_2498,Non-Allergen,0.0
Negative_2499,Non-Allergen,0.0
Negative_2501,Non-Allergen,0.0
Negative_2503,Non-Allergen,0.0
Negative_2505,Non-Allergen,0.0
Negative_2506,Non-Allergen,0.0
Negative_2507,Non-Allergen,0.0
Negative_2508,Non-Allergen,0.0
Negative_2513,Non-Allergen,0.0
Positive_2558,Allergen,1.0
Positive_2566,Allergen,1.0
Positive_2611,Non-Allergen,0.3
Positive_2614,Non-Allergen,0.0
Positive_2619,Non-Allergen,0.002
Positive_2626,Allergen,1.0
Positive_2627,Allergen,1.0
Positive_2628,Allergen,1.0
Positive_2642,Allergen,1.0
Positive_2644,Allergen,1.0
Positive_2647,Allergen,1.0
Positive_2659,Non-Allergen,0.0
Positive_2685,Allergen,1.0
Positive_2701,Non-Allergen,0.0
Positive_2714,Non-Allergen,0.0
Positive_2718,Allergen,1.0
Positive_2721,Allergen,1.0
Positive_2759,Allergen,1.0
Positive_2769,Allergen,1.0
Positive_2771,Allergen,1.0
Positive_2819,Non-Allergen,0.003
Positive_2838,Allergen,0.99
Positive_2868,Allergen,1.0
Positive_2896,Allergen,1.0
Positive_2905,Allergen,1.0
Positive_2909,Allergen,1.0
Positive_2914,Non-Allergen,0.0
Positive_2916,Non-Allergen,0.004
Positive_2920,Non-Allergen,0.0
Positive_2921,Allergen,0.996
Positive_2922,Allergen,1.0
Positive_2931,Allergen,1.0
Positive_2968,Allergen,1.0
Positive_2985,Allergen,1.0
Positive_2988,Allergen,1.0
Positive_2989,Non-Allergen,0.0
Positive_2992,Allergen,0.995
Positive_2997,Non-Allergen,0.0
Positive_2999,Non-Allergen,0.0
Positive_3001,Allergen,1.0
Positive_3006,Allergen,0.987
Positive_3007,Allergen,1.0
Positive_3008,Allergen,0.999
Positive_3022,Non-Allergen,0.436
Negative_3024,Non-Allergen,0.0
Negative_3025,Non-Allergen,0.0
Negative_3026,Non-Allergen,0.0
Negative_3027,Non-Allergen,0.0
Negative_3028,Non-Allergen,0.0
Negative_3029,Non-Allergen,0.0
Negative_3030,Non-Allergen,0.0
Negative_3031,Non-Allergen,0.0
Negative_3032,Non-Allergen,0.0
Negative_3033,Non-Allergen,0.0
Negative_3034,Non-Allergen,0.0
Negative_3035,Non-Allergen,0.0
Negative_3036,Non-Allergen,0.006
Negative_3038,Non-Allergen,0.0
Negative_3039,Non-Allergen,0.0
Negative_3040,Non-Allergen,0.0
Negative_3041,Non-Allergen,0.0
Negative_3042,Non-Allergen,0.0
Negative_3043,Non-Allergen,0.0
Negative_3044,Non-Allergen,0.0
Negative_3045,Non-Allergen,0.0
Negative_3046,Non-Allergen,0.0
Negative_3047,Non-Allergen,0.0
Negative_3048,Non-Allergen,0.0
Negative_3049,Non-Allergen,0.0
Negative_3050,Non-Allergen,0.0
Negative_3051,Non-Allergen,0.0
Negative_3052,Non-Allergen,0.0
Negative_3053,Non-Allergen,0.0
Negative_3054,Non-Allergen,0.0
Negative_3055,Non-Allergen,0.0
Negative_3056,Non-Allergen,0.0
Negative_3057,Non-Allergen,0.0
Negative_3058,Non-Allergen,0.0
Negative_3059,Non-Allergen,0.0
Negative_3060,Non-Allergen,0.0
Negative_3061,Non-Allergen,0.0
Negative_3062,Non-Allergen,0.0
Negative_3063,Non-Allergen,0.0
Negative_3064,Non-Allergen,0.0
Negative_3065,Non-Allergen,0.0
Negative_3066,Non-Allergen,0.0
Negative_3067,Non-Allergen,0.0
Negative_3068,Non-Allergen,0.0
Negative_3069,Non-Allergen,0.0
Negative_3070,Non-Allergen,0.0
Negative_3071,Non-Allergen,0.0
Negative_3072,Non-Allergen,0.0
Negative_3073,Non-Allergen,0.0
Negative_3074,Non-Allergen,0.0
Negative_3075,Non-Allergen,0.0
Negative_3076,Non-Allergen,0.0
Negative_3077,Non-Allergen,0.0
Negative_3078,Non-Allergen,0.0
Negative_3079,Non-Allergen,0.0
Negative_3080,Non-Allergen,0.0
Negative_3081,Non-Allergen,0.0
Negative_3082,Non-Allergen,0.0
Negative_3083,Non-Allergen,0.0
Negative_3084,Non-Allergen,0.0
Negative_3085,Non-Allergen,0.0
Negative_3086,Allergen,0.994
Negative_3087,Non-Allergen,0.0
Negative_3088,Non-Allergen,0.0
Negative_3089,Non-Allergen,0.0
Negative_3090,Non-Allergen,0.001
Negative_3091,Non-Allergen,0.0
Negative_3092,Non-Allergen,0.0
Negative_3093,Non-Allergen,0.0
Negative_3094,Non-Allergen,0.0
Negative_3095,Non-Allergen,0.0
Negative_3096,Non-Allergen,0.0
Negative_3097,Non-Allergen,0.0
Negative_3098,Non-Allergen,0.0
Negative_3099,Non-Allergen,0.0
Negative_3100,Non-Allergen,0.0
Negative_3101,Non-Allergen,0.0
Negative_3102,Non-Allergen,0.0
Negative_3103,Non-Allergen,0.0
Negative_3104,Non-Allergen,0.0
Negative_3105,Non-Allergen,0.0
Negative_3106,Non-Allergen,0.0
Negative_3107,Non-Allergen,0.0
Negative_3108,Non-Allergen,0.0
Negative_3109,Non-Allergen,0.0
Negative_3110,Non-Allergen,0.0
Negative_3111,Allergen,0.994
Negative_3112,Non-Allergen,0.0
Negative_3113,Non-Allergen,0.0
Negative_3114,Non-Allergen,0.0
Negative_3115,Non-Allergen,0.0
Negative_3116,Non-Allergen,0.0
Negative_3118,Non-Allergen,0.0
Negative_3119,Non-Allergen,0.0
Negative_3120,Non-Allergen,0.0
Negative_3121,Non-Allergen,0.0
Negative_3122,Non-Allergen,0.0
Negative_3124,Non-Allergen,0.0
Negative_3125,Non-Allergen,0.0
Negative_3126,Non-Allergen,0.0
Negative_3127,Non-Allergen,0.0
Negative_3128,Non-Allergen,0.0
Negative_3129,Non-Allergen,0.0
Negative_3130,Non-Allergen,0.0
Negative_3131,Non-Allergen,0.0
Negative_3132,Non-Allergen,0.0
Negative_3133,Non-Allergen,0.0
Negative_3134,Non-Allergen,0.0
Negative_3135,Non-Allergen,0.0
Negative_3136,Non-Allergen,0.0
Negative_3137,Non-Allergen,0.0
Negative_3138,Non-Allergen,0.0
Negative_3139,Non-Allergen,0.0
Negative_3140,Non-Allergen,0.0
Negative_3141,Non-Allergen,0.0
Negative_3142,Non-Allergen,0.0
Negative_3143,Non-Allergen,0.0
Negative_3144,Non-Allergen,0.0
Negative_3145,Non-Allergen,0.0
Negative_3146,Non-Allergen,0.0
Negative_3147,Non-Allergen,0.0
Negative_3148,Non-Allergen,0.0
Negative_3149,Non-Allergen,0.0
Negative_3150,Non-Allergen,0.0
Negative_3151,Non-Allergen,0.0
Negative_3152,Non-Allergen,0.0
Negative_3153,Non-Allergen,0.0
Negative_3154,Non-Allergen,0.0
Negative_3155,Non-Allergen,0.0
Negative_3156,Non-Allergen,0.0
Negative_3157,Non-Allergen,0.0
Negative_3158,Non-Allergen,0.0
Negative_3159,Non-Allergen,0.0
Negative_3160,Non-Allergen,0.0
Negative_3161,Non-Allergen,0.0
Negative_3162,Non-Allergen,0.0
Negative_3163,Non-Allergen,0.0
Negative_3164,Non-Allergen,0.0
Negative_3165,Non-Allergen,0.0
Negative_3166,Non-Allergen,0.0
Negative_3167,Non-Allergen,0.0
Negative_3168,Non-Allergen,0.0
Negative_3169,Non-Allergen,0.0
Negative_3170,Non-Allergen,0.0
Negative_3171,Non-Allergen,0.0
Negative_3172,Non-Allergen,0.0
Negative_3173,Non-Allergen,0.0
