Name,Class,Probability
Negative_1060,Non-Allergen,0.0
Negative_1062,Non-Allergen,0.0
Negative_1063,Non-Allergen,0.0
Negative_1064,Non-Allergen,0.0
Negative_1065,Non-Allergen,0.232
Negative_1066,Non-Allergen,0.051
Positive_1067,Allergen,0.708
Negative_1068,Non-Allergen,0.0
Negative_1069,Non-Allergen,0.0
Negative_1070,Non-Allergen,0.0
Negative_1071,Allergen,0.999
Negative_1072,Non-Allergen,0.0
Negative_1074,Non-Allergen,0.0
Negative_1076,Non-Allergen,0.0
Negative_1077,Non-Allergen,0.0
Negative_1080,Non-Allergen,0.0
Negative_1085,Non-Allergen,0.0
Negative_1086,Non-Allergen,0.0
Negative_1087,Non-Allergen,0.0
Negative_1088,Non-Allergen,0.0
Negative_1089,Non-Allergen,0.0
Negative_1092,Non-Allergen,0.0
Negative_1093,Non-Allergen,0.0
Negative_1094,Non-Allergen,0.0
Negative_1095,Non-Allergen,0.0
Negative_1097,Non-Allergen,0.0
Negative_1098,Non-Allergen,0.0
Negative_1099,Non-Allergen,0.0
Negative_1100,Non-Allergen,0.0
Negative_1101,Non-Allergen,0.0
Positive_1102,Allergen,1.0
Negative_1103,Non-Allergen,0.0
Negative_1104,Non-Allergen,0.052
Negative_1105,Non-Allergen,0.009
Negative_1106,Non-Allergen,0.0
Negative_1107,Non-Allergen,0.0
Positive_1108,Non-Allergen,0.018
Negative_1109,Non-Allergen,0.0
Negative_1111,Non-Allergen,0.004
Negative_1112,Non-Allergen,0.0
Negative_1113,Non-Allergen,0.0
Negative_1115,Non-Allergen,0.0
Negative_1116,Non-Allergen,0.007
Negative_1118,Non-Allergen,0.0
Negative_1119,Non-Allergen,0.0
Negative_1121,Non-Allergen,0.0
Negative_1122,Non-Allergen,0.0
Negative_1123,Non-Allergen,0.007
Negative_1124,Non-Allergen,0.0
Negative_1125,Non-Allergen,0.0
Positive_1126,Non-Allergen,0.013
Negative_1127,Non-Allergen,0.0
Negative_1128,Non-Allergen,0.0
Negative_1129,Non-Allergen,0.466
Negative_1130,Non-Allergen,0.0
Negative_1131,Non-Allergen,0.0
Negative_1133,Non-Allergen,0.0
Negative_1134,Non-Allergen,0.0
Negative_1136,Non-Allergen,0.006
Negative_1137,Non-Allergen,0.0
Negative_1139,Non-Allergen,0.0
Positive_1140,Non-Allergen,0.0
Negative_1141,Allergen,0.958
Negative_1142,Non-Allergen,0.0
Negative_1143,Non-Allergen,0.0
Negative_1144,Allergen,1.0
Positive_1145,Non-Allergen,0.01
Negative_1146,Non-Allergen,0.0
Negative_1147,Non-Allergen,0.0
Negative_1148,Non-Allergen,0.0
Negative_1150,Non-Allergen,0.011
Positive_1151,Allergen,1.0
Negative_1152,Non-Allergen,0.0
Negative_1153,Non-Allergen,0.0
Negative_1154,Non-Allergen,0.0
Negative_1155,Non-Allergen,0.0
Negative_1156,Non-Allergen,0.0
Negative_1158,Non-Allergen,0.0
Negative_1161,Non-Allergen,0.0
Negative_1163,Non-Allergen,0.0
Negative_1164,Non-Allergen,0.0
Negative_1165,Non-Allergen,0.0
Negative_1166,Non-Allergen,0.22
Negative_1167,Non-Allergen,0.0
Negative_1171,Non-Allergen,0.0
Negative_1173,Non-Allergen,0.0
Negative_1175,Non-Allergen,0.0
Negative_1176,Non-Allergen,0.0
Negative_1177,Non-Allergen,0.0
Negative_1178,Non-Allergen,0.0
Negative_1180,Allergen,0.627
Negative_1181,Non-Allergen,0.0
Negative_1182,Non-Allergen,0.0
Negative_1183,Non-Allergen,0.0
Negative_1185,Non-Allergen,0.0
Negative_1186,Non-Allergen,0.0
Negative_1191,Non-Allergen,0.0
Negative_1192,Non-Allergen,0.0
Negative_1193,Non-Allergen,0.0
Negative_1194,Non-Allergen,0.0
Negative_1196,Non-Allergen,0.0
Negative_1197,Non-Allergen,0.0
Negative_1198,Non-Allergen,0.0
Negative_1199,Non-Allergen,0.0
Negative_1200,Non-Allergen,0.0
Negative_1202,Non-Allergen,0.0
Negative_1203,Non-Allergen,0.008
Negative_1204,Non-Allergen,0.0
Negative_1205,Non-Allergen,0.0
Negative_1208,Non-Allergen,0.0
Negative_1209,Non-Allergen,0.0
Negative_1210,Non-Allergen,0.0
Negative_1211,Non-Allergen,0.0
Negative_1212,Non-Allergen,0.0
Negative_1214,Non-Allergen,0.0
Negative_1215,Non-Allergen,0.0
Negative_1216,Non-Allergen,0.0
Negative_1217,Non-Allergen,0.0
Negative_1218,Non-Allergen,0.0
Positive_1219,Allergen,1.0
Negative_1220,Non-Allergen,0.0
Negative_1221,Non-Allergen,0.0
Negative_1222,Non-Allergen,0.0
Negative_1224,Non-Allergen,0.0
Negative_1226,Non-Allergen,0.0
Negative_1227,Non-Allergen,0.0
Negative_1228,Non-Allergen,0.0
Negative_1229,Non-Allergen,0.0
Negative_1230,Non-Allergen,0.0
Negative_1232,Non-Allergen,0.0
Negative_1233,Non-Allergen,0.0
Negative_1234,Non-Allergen,0.0
Negative_1235,Non-Allergen,0.0
Negative_1236,Non-Allergen,0.0
Negative_1238,Non-Allergen,0.0
Negative_1239,Non-Allergen,0.0
Negative_1240,Non-Allergen,0.0
Negative_1242,Non-Allergen,0.0
Negative_1244,Non-Allergen,0.0
Negative_1245,Non-Allergen,0.016
Negative_1246,Non-Allergen,0.0
Negative_1247,Non-Allergen,0.0
Negative_1248,Non-Allergen,0.0
Negative_1251,Non-Allergen,0.0
Negative_1252,Non-Allergen,0.0
Negative_1253,Non-Allergen,0.0
Negative_1255,Non-Allergen,0.0
Negative_1256,Non-Allergen,0.0
Negative_1258,Non-Allergen,0.0
Negative_1261,Non-Allergen,0.0
Negative_1262,Non-Allergen,0.0
Negative_1263,Allergen,0.946
Negative_1264,Non-Allergen,0.003
Negative_1265,Non-Allergen,0.0
Negative_1267,Non-Allergen,0.0
Negative_1268,Non-Allergen,0.001
Negative_1269,Non-Allergen,0.0
Negative_1270,Non-Allergen,0.0
Negative_1273,Non-Allergen,0.0
Negative_1274,Non-Allergen,0.0
Negative_1275,Non-Allergen,0.0
Negative_1276,Non-Allergen,0.0
Negative_1277,Non-Allergen,0.0
Negative_1279,Non-Allergen,0.135
Negative_1280,Non-Allergen,0.007
Negative_1281,Non-Allergen,0.0
Negative_1282,Non-Allergen,0.004
Negative_1283,Non-Allergen,0.001
Negative_1285,Non-Allergen,0.0
Negative_1287,Non-Allergen,0.0
Negative_1288,Non-Allergen,0.0
Negative_1289,Allergen,0.518
Negative_1291,Non-Allergen,0.0
Negative_1292,Non-Allergen,0.0
Negative_1294,Non-Allergen,0.0
Negative_1295,Non-Allergen,0.0
Negative_1298,Non-Allergen,0.0
Negative_1299,Non-Allergen,0.0
Negative_1300,Non-Allergen,0.176
Negative_1301,Non-Allergen,0.0
Negative_1303,Non-Allergen,0.0
Negative_1304,Non-Allergen,0.0
Negative_1305,Non-Allergen,0.0
Negative_1307,Non-Allergen,0.0
Negative_1309,Non-Allergen,0.002
Negative_1311,Non-Allergen,0.005
Negative_1312,Non-Allergen,0.0
Negative_1313,Non-Allergen,0.026
Negative_1315,Non-Allergen,0.0
Negative_1316,Non-Allergen,0.01
Negative_1317,Non-Allergen,0.0
Negative_1318,Non-Allergen,0.0
Negative_1319,Non-Allergen,0.0
Negative_1322,Non-Allergen,0.0
Negative_1325,Non-Allergen,0.0
Negative_1328,Non-Allergen,0.002
Negative_1329,Non-Allergen,0.0
Negative_1330,Non-Allergen,0.02
Negative_1331,Non-Allergen,0.004
Negative_1333,Non-Allergen,0.0
Negative_1334,Non-Allergen,0.001
Negative_1335,Allergen,0.998
Negative_1336,Non-Allergen,0.0
Negative_1338,Non-Allergen,0.0
Negative_1339,Non-Allergen,0.095
Negative_1340,Non-Allergen,0.0
Negative_1345,Non-Allergen,0.0
Negative_1346,Non-Allergen,0.0
Negative_1347,Non-Allergen,0.0
Negative_1348,Non-Allergen,0.0
Negative_1350,Non-Allergen,0.0
Negative_1351,Non-Allergen,0.0
Negative_1352,Non-Allergen,0.0
Negative_1353,Non-Allergen,0.0
Negative_1354,Non-Allergen,0.001
Negative_1356,Non-Allergen,0.0
Negative_1357,Non-Allergen,0.003
Negative_1359,Non-Allergen,0.0
Negative_1360,Non-Allergen,0.0
Negative_1362,Non-Allergen,0.004
Negative_1363,Allergen,0.514
Negative_1365,Non-Allergen,0.0
Negative_1368,Non-Allergen,0.0
Negative_1369,Non-Allergen,0.0
Negative_1370,Non-Allergen,0.0
Negative_1371,Non-Allergen,0.0
Negative_1372,Non-Allergen,0.0
Negative_1374,Non-Allergen,0.0
Negative_1377,Non-Allergen,0.0
Negative_1378,Non-Allergen,0.0
Negative_1380,Non-Allergen,0.0
Negative_1382,Allergen,0.994
Negative_1383,Non-Allergen,0.0
Negative_1385,Non-Allergen,0.0
Negative_1386,Non-Allergen,0.0
Negative_1387,Non-Allergen,0.0
Negative_1388,Non-Allergen,0.0
Negative_1389,Non-Allergen,0.01
Negative_1392,Non-Allergen,0.0
Negative_1393,Non-Allergen,0.0
Negative_1394,Non-Allergen,0.0
Negative_1395,Non-Allergen,0.0
Negative_1396,Non-Allergen,0.0
Positive_1397,Allergen,1.0
Negative_1398,Non-Allergen,0.0
Negative_1399,Non-Allergen,0.0
Negative_1400,Non-Allergen,0.0
Negative_1401,Non-Allergen,0.0
Negative_1402,Non-Allergen,0.0
Positive_1403,Non-Allergen,0.0
Negative_1404,Non-Allergen,0.0
Negative_1405,Non-Allergen,0.0
Negative_1406,Non-Allergen,0.0
Negative_1407,Non-Allergen,0.219
Negative_1408,Non-Allergen,0.0
Positive_1409,Allergen,1.0
Negative_1410,Non-Allergen,0.0
Negative_1411,Non-Allergen,0.001
Negative_1413,Non-Allergen,0.0
Negative_1414,Non-Allergen,0.0
Positive_1415,Allergen,0.999
Negative_1419,Non-Allergen,0.0
Negative_1420,Non-Allergen,0.0
Negative_1422,Non-Allergen,0.0
Negative_1423,Non-Allergen,0.0
Negative_1424,Non-Allergen,0.0
Negative_1425,Non-Allergen,0.0
Negative_1428,Non-Allergen,0.003
Negative_1429,Non-Allergen,0.0
Negative_1431,Non-Allergen,0.0
Negative_1433,Non-Allergen,0.0
Negative_1434,Non-Allergen,0.0
Negative_1435,Non-Allergen,0.0
Negative_1436,Non-Allergen,0.486
Negative_1437,Non-Allergen,0.0
Negative_1439,Non-Allergen,0.0
Negative_1440,Non-Allergen,0.0
Negative_1441,Non-Allergen,0.0
Negative_1442,Non-Allergen,0.0
Negative_1443,Non-Allergen,0.0
Negative_1447,Non-Allergen,0.064
Negative_1448,Allergen,1.0
Positive_1450,Allergen,1.0
Negative_1452,Non-Allergen,0.0
Negative_1453,Non-Allergen,0.0
Negative_1454,Non-Allergen,0.0
Negative_1455,Non-Allergen,0.0
Negative_1458,Non-Allergen,0.0
Negative_1459,Non-Allergen,0.0
Negative_1460,Non-Allergen,0.0
Negative_1461,Non-Allergen,0.0
Negative_1464,Non-Allergen,0.0
Negative_1465,Allergen,0.657
Negative_1466,Non-Allergen,0.0
Negative_1467,Non-Allergen,0.0
Negative_1469,Non-Allergen,0.0
Negative_1471,Non-Allergen,0.0
Negative_1472,Non-Allergen,0.011
Negative_1475,Non-Allergen,0.0
Negative_1476,Non-Allergen,0.0
Negative_1477,Non-Allergen,0.0
Negative_1478,Non-Allergen,0.0
Negative_1479,Non-Allergen,0.0
Negative_1481,Non-Allergen,0.0
Negative_1482,Non-Allergen,0.0
Negative_1483,Non-Allergen,0.0
Negative_1484,Non-Allergen,0.0
Negative_1485,Non-Allergen,0.008
Negative_1487,Non-Allergen,0.0
Negative_1488,Non-Allergen,0.0
Negative_1489,Non-Allergen,0.0
Negative_1491,Non-Allergen,0.0
Negative_1493,Allergen,0.733
Negative_1494,Non-Allergen,0.0
Negative_1495,Non-Allergen,0.0
Negative_1497,Non-Allergen,0.0
Negative_1499,Non-Allergen,0.0
Negative_1500,Non-Allergen,0.0
Negative_1501,Non-Allergen,0.0
Negative_1502,Non-Allergen,0.0
Negative_1503,Non-Allergen,0.0
Negative_1506,Non-Allergen,0.127
Negative_1509,Non-Allergen,0.0
Negative_1510,Non-Allergen,0.0
Negative_1511,Non-Allergen,0.0
Negative_1513,Non-Allergen,0.0
Negative_1515,Non-Allergen,0.0
Negative_1516,Non-Allergen,0.0
Negative_1517,Non-Allergen,0.0
Negative_1521,Non-Allergen,0.0
Negative_1522,Non-Allergen,0.0
Negative_1523,Non-Allergen,0.0
Negative_1524,Non-Allergen,0.0
Negative_1525,Non-Allergen,0.0
Negative_1526,Non-Allergen,0.0
Negative_1527,Non-Allergen,0.0
Negative_1529,Non-Allergen,0.0
Negative_1531,Non-Allergen,0.002
Negative_1532,Non-Allergen,0.0
Negative_1533,Allergen,0.943
Negative_1534,Non-Allergen,0.0
Negative_1537,Non-Allergen,0.0
Negative_1540,Non-Allergen,0.0
Negative_1541,Allergen,1.0
Negative_1543,Non-Allergen,0.001
Negative_1547,Allergen,0.931
Negative_1550,Non-Allergen,0.0
Negative_1551,Non-Allergen,0.0
Negative_1552,Non-Allergen,0.0
Negative_1553,Non-Allergen,0.0
Negative_1555,Non-Allergen,0.0
Negative_1556,Non-Allergen,0.0
Negative_1559,Non-Allergen,0.004
Negative_1560,Non-Allergen,0.025
Negative_1561,Non-Allergen,0.0
Negative_1564,Non-Allergen,0.0
Negative_1565,Allergen,0.739
Negative_1566,Non-Allergen,0.0
Negative_1567,Non-Allergen,0.0
Negative_1568,Non-Allergen,0.0
Negative_1572,Non-Allergen,0.0
Negative_1573,Non-Allergen,0.0
Negative_1575,Non-Allergen,0.0
Negative_1576,Non-Allergen,0.0
Negative_1577,Non-Allergen,0.0
Negative_1578,Non-Allergen,0.0
Negative_1579,Non-Allergen,0.0
Negative_1581,Non-Allergen,0.0
Negative_1582,Non-Allergen,0.0
Negative_1583,Non-Allergen,0.0
Negative_1584,Non-Allergen,0.0
Negative_1585,Non-Allergen,0.001
Negative_1589,Non-Allergen,0.0
Negative_1591,Non-Allergen,0.0
Negative_1598,Non-Allergen,0.0
Negative_1599,Non-Allergen,0.0
Negative_1600,Allergen,0.633
Negative_1601,Non-Allergen,0.0
Positive_1602,Non-Allergen,0.0
Negative_1603,Non-Allergen,0.0
Negative_1604,Non-Allergen,0.0
Negative_1605,Non-Allergen,0.0
Negative_1606,Non-Allergen,0.0
Negative_1607,Non-Allergen,0.0
Positive_1608,Allergen,1.0
Negative_1609,Non-Allergen,0.0
Negative_1610,Non-Allergen,0.0
Negative_1611,Non-Allergen,0.003
Negative_1612,Non-Allergen,0.0
Negative_1618,Non-Allergen,0.248
Positive_1621,Allergen,1.0
Negative_1622,Non-Allergen,0.0
Negative_1623,Non-Allergen,0.0
Negative_1624,Non-Allergen,0.0
Negative_1625,Non-Allergen,0.0
Negative_1626,Non-Allergen,0.0
Negative_1629,Non-Allergen,0.0
Negative_1630,Non-Allergen,0.002
Negative_1632,Non-Allergen,0.0
Negative_1634,Non-Allergen,0.0
Negative_1635,Non-Allergen,0.306
Negative_1638,Non-Allergen,0.0
Positive_1639,Non-Allergen,0.032
Negative_1640,Non-Allergen,0.0
Negative_1641,Non-Allergen,0.0
Negative_1642,Allergen,0.88
Negative_1643,Non-Allergen,0.0
Negative_1644,Non-Allergen,0.0
Negative_1651,Non-Allergen,0.0
Negative_1652,Allergen,0.903
Negative_1653,Non-Allergen,0.0
Negative_1654,Non-Allergen,0.0
Negative_1655,Non-Allergen,0.0
Positive_1659,Non-Allergen,0.004
Negative_1661,Allergen,0.936
Negative_1665,Allergen,0.96
Negative_1666,Allergen,1.0
Negative_1667,Allergen,1.0
Negative_1669,Allergen,1.0
Negative_1671,Allergen,1.0
Negative_1672,Non-Allergen,0.0
Negative_1673,Non-Allergen,0.048
Positive_1674,Allergen,1.0
Negative_1675,Non-Allergen,0.0
Negative_1677,Allergen,1.0
Negative_1678,Allergen,1.0
Negative_1682,Non-Allergen,0.0
Negative_1683,Non-Allergen,0.0
Negative_1684,Non-Allergen,0.0
Negative_1685,Non-Allergen,0.0
Negative_1687,Non-Allergen,0.0
Negative_1688,Non-Allergen,0.0
Negative_1689,Non-Allergen,0.0
Negative_1690,Non-Allergen,0.0
Negative_1693,Non-Allergen,0.0
Negative_1694,Non-Allergen,0.0
Negative_1695,Non-Allergen,0.0
Negative_1696,Non-Allergen,0.0
Negative_1698,Non-Allergen,0.132
Negative_1699,Non-Allergen,0.0
Negative_1700,Allergen,1.0
Negative_1701,Non-Allergen,0.0
Negative_1702,Non-Allergen,0.0
Negative_1704,Non-Allergen,0.0
Negative_1705,Non-Allergen,0.0
Negative_1706,Non-Allergen,0.057
Negative_1707,Non-Allergen,0.0
Negative_1709,Non-Allergen,0.0
Negative_1710,Non-Allergen,0.0
Negative_1711,Non-Allergen,0.0
Negative_1712,Non-Allergen,0.0
Negative_1713,Non-Allergen,0.0
Negative_1715,Non-Allergen,0.0
Negative_1716,Non-Allergen,0.0
Negative_1717,Non-Allergen,0.0
Negative_1718,Non-Allergen,0.0
Negative_1719,Non-Allergen,0.0
Negative_1721,Non-Allergen,0.0
Negative_1722,Non-Allergen,0.0
Negative_1723,Non-Allergen,0.0
Negative_1725,Non-Allergen,0.0
Negative_1726,Non-Allergen,0.0
Positive_1727,Allergen,1.0
Negative_1728,Non-Allergen,0.0
Negative_1729,Non-Allergen,0.0
Negative_1730,Non-Allergen,0.0
Negative_1731,Non-Allergen,0.0
Negative_1732,Non-Allergen,0.0
Negative_1734,Non-Allergen,0.0
Negative_1735,Non-Allergen,0.0
Negative_1736,Non-Allergen,0.0
Negative_1738,Non-Allergen,0.0
Negative_1739,Non-Allergen,0.0
Negative_1740,Non-Allergen,0.0
Negative_1741,Non-Allergen,0.0
Negative_1742,Non-Allergen,0.0
Negative_1744,Non-Allergen,0.0
Negative_1747,Non-Allergen,0.0
Negative_1749,Non-Allergen,0.0
Negative_1753,Non-Allergen,0.0
Negative_1755,Non-Allergen,0.001
Negative_1756,Non-Allergen,0.0
Negative_1757,Non-Allergen,0.0
Negative_1759,Non-Allergen,0.0
Negative_1761,Non-Allergen,0.0
Negative_1762,Non-Allergen,0.0
Negative_1763,Non-Allergen,0.0
Negative_1764,Non-Allergen,0.0
Negative_1765,Non-Allergen,0.0
Negative_1767,Non-Allergen,0.0
Negative_1768,Non-Allergen,0.013
Negative_1769,Non-Allergen,0.0
Negative_1772,Allergen,0.538
Negative_1773,Non-Allergen,0.0
Negative_1775,Non-Allergen,0.0
Negative_1776,Non-Allergen,0.0
Negative_1777,Non-Allergen,0.0
Negative_1778,Non-Allergen,0.0
Negative_1780,Non-Allergen,0.0
Negative_1781,Non-Allergen,0.0
Negative_1782,Non-Allergen,0.0
Negative_1783,Allergen,0.643
Negative_1785,Allergen,1.0
Negative_1789,Non-Allergen,0.0
Negative_1790,Non-Allergen,0.0
Negative_1794,Non-Allergen,0.0
Negative_1797,Non-Allergen,0.002
Negative_1798,Non-Allergen,0.0
Negative_1800,Non-Allergen,0.0
Negative_1801,Non-Allergen,0.0
Negative_1803,Non-Allergen,0.0
Negative_1804,Non-Allergen,0.0
Negative_1805,Non-Allergen,0.0
Negative_1806,Non-Allergen,0.0
Negative_1807,Non-Allergen,0.0
Negative_1808,Non-Allergen,0.008
Negative_1809,Non-Allergen,0.0
Negative_1810,Non-Allergen,0.0
Negative_1811,Non-Allergen,0.0
Negative_1812,Non-Allergen,0.0
Negative_1813,Non-Allergen,0.0
Negative_1814,Non-Allergen,0.009
Negative_1815,Non-Allergen,0.002
Negative_1816,Non-Allergen,0.0
Negative_1817,Non-Allergen,0.0
Negative_1818,Non-Allergen,0.0
Negative_1819,Non-Allergen,0.007
Negative_1820,Non-Allergen,0.0
Negative_1821,Non-Allergen,0.0
Negative_1822,Non-Allergen,0.0
Negative_1823,Non-Allergen,0.0
Negative_1824,Non-Allergen,0.0
Negative_1825,Non-Allergen,0.0
Negative_1826,Non-Allergen,0.0
Negative_1827,Non-Allergen,0.0
Negative_1828,Allergen,0.994
Negative_1830,Non-Allergen,0.0
Negative_1832,Non-Allergen,0.0
Negative_1833,Non-Allergen,0.0
Negative_1834,Non-Allergen,0.001
Negative_1835,Non-Allergen,0.0
Negative_1836,Non-Allergen,0.0
Negative_1839,Non-Allergen,0.0
Negative_1840,Non-Allergen,0.0
Negative_1841,Non-Allergen,0.0
Negative_1842,Non-Allergen,0.0
Negative_1844,Allergen,0.957
Negative_1846,Non-Allergen,0.0
Negative_1847,Non-Allergen,0.0
Negative_1848,Non-Allergen,0.0
Negative_1851,Non-Allergen,0.0
Negative_1852,Non-Allergen,0.0
Negative_1854,Non-Allergen,0.0
Negative_1855,Non-Allergen,0.0
Negative_1858,Non-Allergen,0.0
Negative_1860,Non-Allergen,0.0
Negative_1861,Non-Allergen,0.0
Negative_1862,Non-Allergen,0.0
Negative_1863,Non-Allergen,0.002
Negative_1864,Non-Allergen,0.0
Negative_1865,Non-Allergen,0.018
Negative_1866,Non-Allergen,0.0
Negative_1867,Non-Allergen,0.0
Negative_1868,Non-Allergen,0.0
Negative_1869,Non-Allergen,0.0
Negative_1870,Non-Allergen,0.0
Negative_1871,Non-Allergen,0.0
Negative_1872,Non-Allergen,0.0
Negative_1873,Non-Allergen,0.437
Negative_1874,Non-Allergen,0.0
Negative_1876,Non-Allergen,0.0
Negative_1877,Non-Allergen,0.0
Negative_1878,Allergen,0.791
Negative_1879,Non-Allergen,0.0
Positive_1881,Allergen,1.0
Negative_1882,Non-Allergen,0.0
Negative_1883,Non-Allergen,0.0
Negative_1884,Non-Allergen,0.0
Negative_1885,Non-Allergen,0.014
Negative_1886,Non-Allergen,0.0
Negative_1889,Non-Allergen,0.0
Negative_1890,Non-Allergen,0.01
Negative_1891,Non-Allergen,0.0
Negative_1893,Non-Allergen,0.0
Negative_1894,Allergen,0.98
Negative_1898,Non-Allergen,0.0
Negative_1901,Non-Allergen,0.012
Negative_1903,Allergen,0.513
Negative_1904,Allergen,0.82
Negative_1905,Non-Allergen,0.0
Negative_1907,Non-Allergen,0.01
Negative_1909,Non-Allergen,0.0
Negative_1910,Non-Allergen,0.0
Negative_1911,Non-Allergen,0.0
Negative_1912,Non-Allergen,0.0
Positive_1913,Allergen,0.73
Negative_1914,Non-Allergen,0.039
Negative_1915,Non-Allergen,0.0
Negative_1916,Non-Allergen,0.0
Negative_1917,Non-Allergen,0.0
Negative_1918,Non-Allergen,0.0
Negative_1919,Non-Allergen,0.0
Negative_1920,Non-Allergen,0.473
Negative_1921,Non-Allergen,0.0
Negative_1923,Non-Allergen,0.0
Negative_1925,Non-Allergen,0.0
Negative_1926,Non-Allergen,0.0
Negative_1927,Non-Allergen,0.0
Negative_1928,Non-Allergen,0.003
Negative_1929,Non-Allergen,0.0
Negative_1931,Non-Allergen,0.042
Negative_1932,Non-Allergen,0.0
Negative_1934,Non-Allergen,0.0
Negative_1935,Allergen,0.561
Negative_1936,Non-Allergen,0.0
Negative_1937,Non-Allergen,0.0
Negative_1938,Non-Allergen,0.0
Negative_1939,Non-Allergen,0.0
Negative_1940,Non-Allergen,0.0
Negative_1941,Non-Allergen,0.0
Negative_1944,Non-Allergen,0.0
Negative_1945,Non-Allergen,0.0
Negative_1947,Non-Allergen,0.0
Negative_1949,Non-Allergen,0.0
Negative_1951,Non-Allergen,0.0
Negative_1952,Non-Allergen,0.0
Negative_1953,Non-Allergen,0.0
Negative_1955,Non-Allergen,0.0
Negative_1956,Non-Allergen,0.0
Negative_1960,Allergen,0.768
Negative_1961,Non-Allergen,0.016
Negative_1962,Non-Allergen,0.0
Negative_1963,Non-Allergen,0.0
Negative_1965,Allergen,0.801
Negative_1966,Non-Allergen,0.0
Negative_1967,Non-Allergen,0.0
Negative_1968,Non-Allergen,0.0
Negative_1969,Non-Allergen,0.0
Negative_1970,Allergen,0.902
Negative_1971,Non-Allergen,0.033
Negative_1972,Non-Allergen,0.0
Negative_1973,Non-Allergen,0.0
Negative_1974,Non-Allergen,0.0
Negative_1975,Non-Allergen,0.0
Negative_1976,Non-Allergen,0.0
Negative_1977,Non-Allergen,0.0
Positive_1978,Non-Allergen,0.001
Negative_1979,Non-Allergen,0.0
Negative_1981,Non-Allergen,0.013
Negative_1982,Non-Allergen,0.0
Negative_1983,Non-Allergen,0.0
Negative_1987,Non-Allergen,0.001
Negative_1988,Non-Allergen,0.0
Negative_1989,Non-Allergen,0.0
Negative_1990,Non-Allergen,0.0
Negative_1991,Non-Allergen,0.0
Negative_1992,Non-Allergen,0.0
Negative_1993,Non-Allergen,0.0
Negative_1994,Allergen,0.767
Negative_1996,Non-Allergen,0.0
Negative_1997,Non-Allergen,0.0
Negative_1998,Non-Allergen,0.0
Negative_1999,Non-Allergen,0.0
Negative_2000,Non-Allergen,0.0
Negative_2001,Non-Allergen,0.0
Negative_2003,Non-Allergen,0.0
Negative_2004,Allergen,1.0
Negative_2005,Non-Allergen,0.0
Negative_2006,Non-Allergen,0.0
Negative_2012,Non-Allergen,0.0
Negative_2013,Non-Allergen,0.002
Negative_2015,Non-Allergen,0.11
Negative_2021,Non-Allergen,0.0
Negative_2022,Non-Allergen,0.0
Negative_2024,Non-Allergen,0.0
Negative_2025,Non-Allergen,0.0
Negative_2026,Non-Allergen,0.0
Negative_2027,Non-Allergen,0.0
Negative_2028,Non-Allergen,0.172
Negative_2029,Non-Allergen,0.0
Negative_2030,Allergen,0.999
Negative_2031,Non-Allergen,0.0
Negative_2032,Non-Allergen,0.0
Negative_2033,Non-Allergen,0.0
Negative_2034,Non-Allergen,0.0
Negative_2035,Non-Allergen,0.0
Negative_2036,Non-Allergen,0.0
Negative_2038,Non-Allergen,0.0
Negative_2040,Non-Allergen,0.0
Negative_2043,Non-Allergen,0.0
Negative_2044,Non-Allergen,0.0
Negative_2047,Non-Allergen,0.0
Negative_2049,Non-Allergen,0.004
Negative_2050,Non-Allergen,0.0
Negative_2051,Non-Allergen,0.0
Negative_2052,Non-Allergen,0.0
Negative_2053,Non-Allergen,0.0
Negative_2055,Non-Allergen,0.0
Negative_2057,Non-Allergen,0.0
Negative_2058,Non-Allergen,0.0
Negative_2059,Non-Allergen,0.0
Negative_2060,Non-Allergen,0.0
Negative_2061,Non-Allergen,0.0
Negative_2062,Non-Allergen,0.0
Negative_2063,Non-Allergen,0.0
Negative_2064,Non-Allergen,0.0
Negative_2066,Non-Allergen,0.0
Negative_2067,Allergen,0.663
Negative_2068,Non-Allergen,0.0
Negative_2070,Non-Allergen,0.0
Negative_2071,Non-Allergen,0.0
Negative_2073,Allergen,0.58
Negative_2074,Non-Allergen,0.0
Negative_2077,Non-Allergen,0.0
Negative_2079,Non-Allergen,0.001
Negative_2080,Non-Allergen,0.0
Negative_2082,Non-Allergen,0.0
Negative_2084,Non-Allergen,0.0
Negative_2085,Non-Allergen,0.0
Negative_2089,Non-Allergen,0.407
Negative_2091,Allergen,1.0
Negative_2094,Non-Allergen,0.0
Negative_2095,Non-Allergen,0.0
Negative_2096,Non-Allergen,0.0
Negative_2100,Non-Allergen,0.0
Negative_2104,Non-Allergen,0.0
Negative_2106,Non-Allergen,0.0
Negative_2110,Non-Allergen,0.0
Negative_2112,Allergen,0.981
Negative_2113,Non-Allergen,0.374
Negative_2114,Non-Allergen,0.0
Negative_2116,Non-Allergen,0.443
Negative_2117,Non-Allergen,0.019
Negative_2118,Non-Allergen,0.0
Negative_2119,Non-Allergen,0.001
Negative_2122,Non-Allergen,0.0
Negative_2123,Non-Allergen,0.0
Negative_2124,Non-Allergen,0.0
Negative_2125,Non-Allergen,0.0
Negative_2126,Non-Allergen,0.0
Negative_2128,Non-Allergen,0.0
Negative_2130,Non-Allergen,0.0
Negative_2131,Non-Allergen,0.0
Negative_2132,Non-Allergen,0.0
Negative_2133,Non-Allergen,0.0
Negative_2134,Non-Allergen,0.0
